# GX (Channel Output Probability) Table
# Parameters: Pi=0.004000 Pd=0.004000 Ps=0.004000 Pt=0.992000
# Nu=6 Q=18 Nu2min=3 Nu2max=9
# Format: ly binary(y) xi probability
ly	binary(y)	xi	probability
9	001000000	16	2.360964605439e-14
9	001000000	17	2.360964605439e-14
9	001000001	0	1.577179394393e-14
9	001000001	1	1.577166624743e-14
9	001000001	2	2.543827494957e-19
9	001000001	3	2.488660838985e-10
9	001000001	4	2.488581665875e-10
9	001000001	5	4.014095262292e-15
9	001000001	6	2.508177882800e-10
9	001000001	7	4.045701554004e-15
9	001000001	8	4.045510646456e-15
9	001000001	9	4.045510646456e-15
9	001000001	10	4.045382949952e-15
9	001000001	11	6.525219841621e-20
9	001000001	12	1.963667075382e-12
9	001000001	13	3.167154391036e-17
9	001000001	14	3.167154083126e-17
9	001000001	15	5.870884556602e-12
9	001000001	16	9.500876318795e-17
9	001000001	17	9.481785564013e-17
9	001000010	0	1.577166701208e-14
9	001000010	1	7.870411928620e-15
9	001000010	2	6.333875579201e-17
9	001000010	3	2.488582139966e-10
9	001000010	4	1.967554935885e-12
9	001000010	5	2.939424543737e-12
9	001000010	6	2.951292800318e-12
9	001000010	7	2.943359431987e-12
9	001000010	8	4.045511156222e-15
9	001000010	9	4.045383714601e-15
9	001000010	10	4.760098493250e-17
9	001000010	11	4.747302944257e-17
9	001000010	12	9.838013316439e-13
9	001000010	13	3.998227505078e-15
9	001000010	14	3.167154083948e-17
9	001000010	15	2.357848428418e-14
9	001000010	16	1.967444123103e-12
9	001000010	17	9.481836540661e-17
9	001000011	0	3.927145086008e-12
9	001000011	1	1.959732506249e-12
9	001000011	2	2.551392102001e-19
9	001000011	3	6.196569528515e-08
9	001000011	4	4.899172123514e-10
9	001000011	5	1.185245382574e-14
9	001000011	6	7.348718754828e-10
9	001000011	7	1.185245382883e-14
9	001000011	8	1.624703275591e-17
9	001000011	9	1.007300544936e-12
9	001000011	10	1.185258127045e-14
9	001000011	11	1.914214336964e-19
9	001000011	12	2.449665315788e-10
9	001000011	13	1.605765039246e-17
9	001000011	14	1.271949431305e-19
9	001000011	15	5.871010790331e-12
9	001000011	16	7.933115238933e-15
9	001000011	17	3.807966482193e-19
9	001000100	0	1.182110115312e-14
9	001000100	1	3.186067138234e-17
9	001000100	2	1.577179394393e-14
9	001000100	3	3.919180175111e-12
9	001000100	4	1.963635596787e-12
9	001000100	5	2.488660838985e-10
9	001000100	6	4.045510646456e-15
9	001000100	7	2.488660838985e-10
9	001000100	8	1.577179394393e-14
9	001000100	9	9.481785564013e-17
9	001000100	10	3.167154083126e-17
9	001000100	11	4.045510646456e-15
9	001000100	12	3.167154083126e-17
9	001000100	13	1.963635596787e-12
9	001000100	14	3.186067138234e-17
9	001000100	15	9.481785564013e-17
9	001000100	16	3.919180175111e-12
9	001000100	17	1.182110115312e-14
9	001000101	0	2.943454187126e-12
9	001000101	1	7.901510744719e-15
9	001000101	2	6.334130462442e-17
9	001000101	3	9.758758636026e-10
9	001000101	4	4.869738531756e-10
9	001000101	5	9.995097203106e-13
9	001000101	6	1.007300354538e-12
9	001000101	7	9.994621850979e-13
9	001000101	8	6.334053792744e-17
9	001000101	9	2.360964605439e-14
9	001000101	10	7.854417237500e-15
9	001000101	11	1.624779740564e-17
9	001000101	12	7.886213154147e-15
9	001000101	13	7.886086734098e-15
9	001000101	14	1.279545035435e-19
9	001000101	15	2.357784962491e-14
9	001000101	16	1.573968018481e-14
9	001000101	17	4.747430181975e-17
9	001000110	0	2.943454186616e-12
9	001000110	1	3.179924452116e-17
9	001000110	2	1.577135019221e-14
9	001000110	3	9.758758319966e-10
9	001000110	4	1.975421638175e-14
9	001000110	5	7.319167113906e-10
9	001000110	6	1.185258152738e-14
9	001000110	7	2.469220915799e-10
9	001000110	8	6.346746978167e-17
9	001000110	9	2.360964554463e-14
9	001000110	10	3.823331007273e-19
9	001000110	11	1.182078433120e-14
9	001000110	12	3.951009364032e-15
9	001000110	13	9.877204782996e-13
9	001000110	14	1.279565507985e-19
9	001000110	15	9.469270796859e-17
9	001000110	16	3.919179667639e-12
9	001000110	17	4.760123367397e-17
9	001000111	0	7.329200924675e-10
9	001000111	1	7.902081428297e-15
9	001000111	2	6.352966333983e-17
9	001000111	3	2.429930821672e-07
9	001000111	4	3.931095585341e-12
9	001000111	5	2.951261002610e-12
9	001000111	6	2.951292672622e-12
9	001000111	7	9.916551137072e-13
9	001000111	8	2.548894368742e-19
9	001000111	9	5.878801740612e-12
9	001000111	10	7.927048460921e-17
9	001000111	11	4.766393699040e-17
9	001000111	12	9.838013316419e-13
9	001000111	13	3.966748910889e-15
9	001000111	14	5.138817301144e-22
9	001000111	15	2.357835658768e-14
9	001000111	16	1.573980482272e-14
9	001000111	17	1.911696131485e-19
9	001001000	0	3.935397513703e-15
9	001001000	1	7.933242178976e-15
9	001001000	2	1.577179394393e-14
9	001001000	3	7.933243706228e-15
9	001001000	4	2.469063989940e-10
9	001001000	5	2.478862335767e-10
9	001001000	6	7.980652500946e-15
9	001001000	7	1.967618211415e-12
9	001001000	8	5.870979184299e-12
9	001001000	9	2.551412574551e-19
9	001001000	10	3.998100316289e-15
9	001001000	11	4.029706863908e-15
9	001001000	12	3.173500983748e-17
9	001001000	13	9.798663177408e-13
9	001001000	14	7.964594856737e-15
9	001001000	15	9.481785564013e-17
9	001001000	16	7.933369620597e-15
9	001001000	17	3.919164117467e-12
9	001001001	0	9.799139809121e-13
9	001001001	1	1.975345506136e-12
9	001001001	2	6.334130462442e-17
9	001001001	3	1.975377682851e-12
9	001001001	4	6.147870566094e-08
9	001001001	5	9.955429729342e-13
9	001001001	6	1.979280901344e-12
9	001001001	7	7.917948162911e-15
9	001001001	8	2.357822965582e-14
9	001001001	9	6.353017310631e-17
9	001001001	10	9.955110485523e-13
9	001001001	11	1.618381864116e-17
9	001001001	12	7.901890006888e-15
9	001001001	13	3.935206351260e-15
9	001001001	14	3.198632472585e-17
9	001001001	15	2.357784962491e-14
9	001001001	16	3.186168886805e-17
9	001001001	17	1.573961492959e-14
9	001001010	0	9.798823748804e-13
9	001001010	1	7.933180752115e-15
9	001001010	2	1.577135019221e-14
9	001001010	3	1.975346076819e-12
9	001001010	4	2.459305314130e-10
9	001001010	5	4.898935552359e-10
9	001001010	6	1.186851223974e-14
9	001001010	7	9.916396922516e-13
9	001001010	8	2.357835658768e-14
9	001001010	9	6.352966333983e-17
9	001001010	10	3.982423982535e-15
9	001001010	11	7.917247998647e-15
9	001001010	12	3.951009620975e-15
9	001001010	13	3.966812127063e-15
9	001001010	14	3.198632677310e-17
9	001001010	15	9.469270796859e-17
9	001001010	16	7.932862148063e-15
9	001001010	17	1.573961493163e-14
9	001001011	0	2.439907113452e-10
9	001001011	1	1.975346076819e-12
9	001001011	2	6.352966333983e-17
9	001001011	3	4.918611731280e-10
9	001001011	4	6.123669833941e-08
9	001001011	5	1.971410680842e-12
9	001001011	6	2.955227814476e-12
9	001001011	7	3.998482392418e-15
9	001001011	8	9.469219513123e-17
9	001001011	9	1.581888617162e-14
9	001001011	10	9.916235074196e-13
9	001001011	11	3.186015444224e-17
9	001001011	12	9.838013951109e-13
9	001001011	13	1.593123035608e-17
9	001001011	14	1.284591436671e-19
9	001001011	15	2.357835658768e-14
9	001001011	16	3.198632677310e-17
9	001001011	17	6.321130494632e-17
9	001001100	0	9.759630368002e-13
9	001001100	1	7.901827046633e-15
9	001001100	2	3.927176692039e-12
9	001001100	3	9.916551779378e-13
9	001001100	4	2.459423202714e-10
9	001001100	5	6.172367216060e-08
9	001001100	6	3.205081325681e-17
9	001001100	7	4.889492460240e-10
9	001001100	8	2.943422770728e-12
9	001001100	9	4.766393699862e-17
9	001001100	10	3.966811104439e-15
9	001001100	11	1.003397009113e-12
9	001001100	12	1.274498387047e-19
9	001001100	13	2.439866971873e-10
9	001001100	14	7.907983194463e-17
9	001001100	15	3.807946009644e-19
9	001001100	16	1.967539068892e-12
9	001001100	17	1.963619412978e-12
9	001001101	0	2.430147961633e-10
9	001001101	1	1.959637623670e-12
9	001001101	2	1.577198485148e-14
9	001001101	3	2.469221393065e-10
9	001001101	4	6.099370329759e-08
9	001001101	5	2.478902002606e-10
9	001001101	6	7.948919282506e-15
9	001001101	7	1.963651654181e-12
9	001001101	8	1.182097498284e-14
9	001001101	9	1.186832031266e-14
9	001001101	10	9.837693443059e-13
9	001001101	11	4.029770841648e-15
9	001001101	12	3.173449801963e-17
9	001001101	13	9.798662537651e-13
9	001001101	14	3.175896865246e-19
9	001001101	15	9.469015913618e-17
9	001001101	16	7.901763331964e-15
9	001001101	17	7.886021738867e-15
9	001001110	0	2.430147960363e-10
9	001001110	1	7.946012081171e-17
9	001001110	2	3.927066197860e-12
9	001001110	3	2.469221391796e-10
9	001001110	4	1.975393104302e-12
9	001001110	5	1.219834952537e-07
9	001001110	6	4.766470779011e-17
9	001001110	7	2.955211820807e-12
9	001001110	8	1.185258101454e-14
9	001001110	9	1.186832031061e-14
9	001001110	10	3.192438604271e-17
9	001001110	11	1.971394751663e-12
9	001001110	12	1.586750851797e-17
9	001001110	13	9.838013948529e-13
9	001001110	14	3.180994530075e-19
9	001001110	15	3.802919998739e-19
9	001001110	16	2.357822914503e-14
9	001001110	17	7.886022248634e-15
9	001001111	0	6.051068421305e-08
9	001001111	1	1.581888617162e-14
9	001001111	2	1.581888617162e-14
9	001001111	3	6.148361265571e-08
9	001001111	4	4.908812595297e-10
9	001001111	5	4.908812595297e-10
9	001001111	6	1.186838479709e-14
9	001001111	7	1.186838479709e-14
9	001001111	8	4.760072696604e-17
9	001001111	9	2.955211757342e-12
9	001001111	10	7.933178456119e-15
9	001001111	11	7.933178456119e-15
9	001001111	12	3.951009618919e-15
9	001001111	13	3.951009618919e-15
9	001001111	14	1.277507843403e-21
9	001001111	15	9.469219513123e-17
9	001001111	16	9.469219513123e-17
9	001001111	17	3.167077208287e-17
9	001010000	0	3.982551680062e-15
9	001010000	1	1.577179394393e-14
9	001010000	2	1.577179394393e-14
9	001010000	3	4.013904354744e-15
9	001010000	4	1.959668976858e-12
9	001010000	5	1.959668976858e-12
9	001010000	6	3.919290669290e-12
9	001010000	7	3.919290669290e-12
9	001010000	8	2.508257055909e-10
9	001010000	9	6.524911931188e-20
9	001010000	10	6.321334606361e-17
9	001010000	11	6.321334606361e-17
9	001010000	12	9.481963777556e-17
9	001010000	13	9.481963777556e-17
9	001010000	14	1.963667203079e-12
9	001010000	15	9.481785564013e-17
9	001010000	16	9.481785564013e-17
9	001010000	17	1.963556708900e-12
9	001010001	0	9.916553683356e-13
9	001010001	1	3.927144895610e-12
9	001010001	2	6.334130462442e-17
9	001010001	3	9.994621843312e-13
9	001010001	4	4.879575434411e-10
9	001010001	5	7.870157300262e-15
9	001010001	6	9.739319662288e-10
9	001010001	7	1.578765914925e-14
9	001010001	8	1.007332150967e-12
9	001010001	9	1.624703070866e-17
9	001010001	10	1.574012265700e-14
9	001010001	11	2.538688720591e-19
9	001010001	12	2.357829337663e-14
9	001010001	13	3.815684551140e-19
9	001010001	14	7.886213666984e-15
9	001010001	15	2.357784962491e-14
9	001010001	16	3.815612979436e-19
9	001010001	17	7.885769915261e-15
9	001010010	0	9.916237623039e-13
9	001010010	1	1.959732570226e-12
9	001010010	2	1.577135019221e-14
9	001010010	3	9.994305782995e-13
9	001010010	4	2.439788272861e-10
9	001010010	5	9.955111132947e-13
9	001010010	6	1.975409289137e-12
9	001010010	7	4.879418510451e-10
9	001010010	8	1.007332277899e-12
9	001010010	9	1.624652094217e-17
9	001010010	10	7.885897103013e-15
9	001010010	11	3.192285675148e-17
9	001010010	12	3.982679122707e-15
9	001010010	13	7.885769406514e-15
9	001010010	14	7.886213669031e-15
9	001010010	15	9.469270796859e-17
9	001010010	16	7.901382020493e-15
9	001010010	17	7.885769917308e-15
9	001010011	0	2.469143168137e-10
9	001010011	1	4.879733940559e-10
9	001010011	2	6.352966333983e-17
9	001010011	3	2.488582139966e-10
9	001010011	4	6.075072797832e-08
9	001010011	5	3.998227507125e-15
9	001010011	6	4.918689956843e-10
9	001010011	7	1.967507398882e-12
9	001010011	8	4.045511156222e-15
9	001010011	9	4.045383714601e-15
9	001010011	10	1.963588378393e-12
9	001010011	11	1.282073230862e-19
9	001010011	12	9.916869738575e-13
9	001010011	13	3.179719929700e-17
9	001010011	14	3.167154083948e-17
9	001010011	15	2.357835658768e-14
9	001010011	16	3.185990055796e-17
9	001010011	17	3.166975870405e-17
9	001010100	0	7.932863422479e-15
9	001010100	1	7.933307174203e-15
9	001010100	2	3.927176692039e-12
9	001010100	3	1.573967941812e-14
9	001010100	4	1.574012316984e-14
9	001010100	5	4.879575752375e-10
9	001010100	6	1.574012316984e-14
9	001010100	7	4.879575752375e-10
9	001010100	8	3.927176692039e-12
9	001010100	9	3.807946009644e-19
9	001010100	10	3.808017581348e-19
9	001010100	11	1.574012316984e-14
9	001010100	12	3.808017581348e-19
9	001010100	13	1.574012316984e-14
9	001010100	14	7.933307174203e-15
9	001010100	15	3.807946009644e-19
9	001010100	16	1.573967941812e-14
9	001010100	17	7.932863422479e-15
9	001010101	0	1.975282992197e-12
9	001010101	1	1.967476175435e-12
9	001010101	2	1.577198485148e-14
9	001010101	3	3.919180175111e-12
9	001010101	4	3.911373358349e-12
9	001010101	5	1.959669167765e-12
9	001010101	6	3.911373358349e-12
9	001010101	7	1.959669167765e-12
9	001010101	8	1.577179394393e-14
9	001010101	9	9.481785564013e-17
9	001010101	10	9.469194127161e-17
9	001010101	11	6.321334914272e-17
9	001010101	12	9.469194127161e-17
9	001010101	13	6.321334914272e-17
9	001010101	14	3.186067138234e-17
9	001010101	15	9.469015913618e-17
9	001010101	16	6.321156700728e-17
9	001010101	17	3.185888924691e-17
9	001010110	0	1.975282865266e-12
9	001010110	1	7.918011885768e-15
9	001010110	2	3.927066197860e-12
9	001010110	3	3.919180048179e-12
9	001010110	4	9.798822476926e-13
9	001010110	5	2.478822672104e-10
9	001010110	6	7.933370639106e-15
9	001010110	7	4.898935709763e-10
9	001010110	8	1.580339997564e-14
9	001010110	9	9.481785359287e-17
9	001010110	10	3.167103721888e-17
9	001010110	11	7.948791331119e-15
9	001010110	12	1.599469527191e-17
9	001010110	13	1.185213649919e-14
9	001010110	14	3.186118114882e-17
9	001010110	15	3.802919998739e-19
9	001010110	16	1.573967738007e-14
9	001010110	17	3.185939901339e-17
9	001010111	0	4.918454334511e-10
9	001010111	1	1.967618275646e-12
9	001010111	2	1.581888617162e-14
9	001010111	3	9.758758319966e-10
9	001010111	4	2.439867129915e-10
9	001010111	5	9.955586492741e-13
9	001010111	6	1.975377492708e-12
9	001010111	7	1.967475793364e-12
9	001010111	8	6.346746978167e-17
9	001010111	9	2.360964554463e-14
9	001010111	10	7.886024289759e-15
9	001010111	11	3.192362344846e-17
9	001010111	12	3.982678609869e-15
9	001010111	13	4.759945358168e-17
9	001010111	14	1.279565507985e-19
9	001010111	15	9.469219513123e-17
9	001010111	16	6.321206756112e-17
9	001010111	17	1.279493936281e-19
9	001011000	0	3.966876613551e-15
9	001011000	1	1.975377302565e-12
9	001011000	2	3.927176692039e-12
9	001011000	3	3.186041649088e-17
9	001011000	4	2.449624857534e-10
9	001011000	5	4.879536400957e-10
9	001011000	6	9.955904449379e-13
9	001011000	7	1.003492144282e-12
9	001011000	8	1.461873816891e-09
9	001011000	9	1.024663684558e-21
9	001011000	10	7.885959034523e-15
9	001011000	11	1.574005970083e-14
9	001011000	12	1.618458430629e-17
9	001011000	13	3.951263740594e-15
9	001011000	14	1.983184119327e-12
9	001011000	15	3.807946009644e-19
9	001011000	16	3.186092217107e-17
9	001011000	17	3.919164117975e-12
9	001011001	0	9.877522767743e-13
9	001011001	1	4.918610310278e-10
9	001011001	2	1.577198485148e-14
9	001011001	3	7.933243706228e-15
9	001011001	4	6.099565498598e-08
9	001011001	5	1.959653237053e-12
9	001011001	6	2.459345295130e-10
9	001011001	7	7.980970082390e-15
9	001011001	8	5.870979184299e-12
9	001011001	9	2.551412574551e-19
9	001011001	10	1.963603735620e-12
9	001011001	11	6.321309219989e-17
9	001011001	12	3.998228273826e-15
9	001011001	13	1.593225194041e-17
9	001011001	14	7.964594856737e-15
9	001011001	15	9.469015913618e-17
9	001011001	16	1.279585898315e-19
9	001011001	17	1.573961493162e-14
9	001011010	0	9.798823748804e-13
9	001011010	1	1.975362007277e-12
9	001011010	2	3.927066197860e-12
9	001011010	3	7.933116774374e-15
9	001011010	4	2.459305154836e-10
9	001011010	5	2.469102866636e-10
9	001011010	6	1.190011801553e-14
9	001011010	7	2.439749239410e-10
9	001011010	8	5.871010790331e-12
9	001011010	9	2.551392102001e-19
9	001011010	10	7.917311972289e-15
9	001011010	11	7.933114478378e-15
9	001011010	12	1.605867403639e-17
9	001011010	13	3.950882690148e-15
9	001011010	14	7.964595366503e-15
9	001011010	15	3.802919998739e-19
9	001011010	16	3.185888412877e-17
9	001011010	17	1.573961493163e-14
9	001011011	0	2.439907113452e-10
9	001011011	1	4.918611731280e-10
9	001011011	2	1.581888617162e-14
9	001011011	3	1.975346076819e-12
9	001011011	4	6.123669833941e-08
9	001011011	5	9.916235074196e-13
9	001011011	6	2.955227814476e-12
9	001011011	7	9.838013951109e-13
9	001011011	8	2.357835658768e-14
9	001011011	9	6.352966333983e-17
9	001011011	10	1.971410680842e-12
9	001011011	11	3.186015444224e-17
9	001011011	12	3.998482392418e-15
9	001011011	13	1.593123035608e-17
9	001011011	14	3.198632677310e-17
9	001011011	15	9.469219513123e-17
9	001011011	16	1.284591436671e-19
9	001011011	17	6.321130494632e-17
9	001011100	0	3.967192927748e-15
9	001011100	1	1.967554934612e-12
9	001011100	2	9.778669963178e-10
9	001011100	3	3.982550915413e-15
9	001011100	4	1.967522948036e-12
9	001011100	5	1.215004563838e-07
9	001011100	6	3.998355200554e-15
9	001011100	7	3.935077945591e-12
9	001011100	8	7.329122699112e-10
9	001011100	9	1.914214337294e-19
9	001011100	10	4.753700205295e-17
9	001011100	11	3.919274865508e-12
9	001011100	12	6.499833054734e-20
9	001011100	13	9.798980504505e-13
9	001011100	14	1.969087815421e-14
9	001011100	15	1.529295586202e-21
9	001011100	16	7.901763328885e-15
9	001011100	17	2.356242536555e-14
9	001011101	0	9.878310390093e-13
9	001011101	1	4.879497682938e-10
9	001011101	2	3.927224228019e-12
9	001011101	3	9.916551779378e-13
9	001011101	4	4.889255255068e-10
9	001011101	5	4.879536560261e-10
9	001011101	6	9.876888735464e-13
9	001011101	7	1.581939287848e-14
9	001011101	8	2.943422770728e-12
9	001011101	9	4.766393699862e-17
9	001011101	10	1.182078330757e-14
9	001011101	11	1.574005995777e-14
9	001011101	12	1.605714166195e-17
9	001011101	13	3.935333791861e-15
9	001011101	14	7.907983194463e-17
9	001011101	15	3.802817635991e-19
9	001011101	16	3.173398928500e-17
9	001011101	17	9.462821431949e-17
9	001011110	0	9.877994329776e-13
9	001011110	1	1.978557008212e-14
9	001011110	2	9.778394832672e-10
9	001011110	3	9.916551774280e-13
9	001011110	4	9.916395010881e-13
9	001011110	5	6.148066137923e-08
9	001011110	6	4.779163861660e-17
9	001011110	7	2.951245391016e-12
9	001011110	8	2.951292672622e-12
9	001011110	9	4.766393699040e-17
9	001011110	10	3.186041240048e-17
9	001011110	11	1.975345505116e-12
9	001011110	12	6.449266681282e-20
9	001011110	13	3.998418160817e-15
9	001011110	14	7.920676379886e-17
9	001011110	15	1.527277107927e-21
9	001011110	16	9.469168331338e-17
9	001011110	17	9.462821636675e-17
9	001011111	0	2.459620588114e-10
9	001011111	1	3.938902656733e-12
9	001011111	2	3.938902656733e-12
9	001011111	3	2.469221391796e-10
9	001011111	4	2.469142533475e-10
9	001011111	5	2.469142533475e-10
9	001011111	6	1.186838479709e-14
9	001011111	7	1.186838479709e-14
9	001011111	8	1.185258101454e-14
9	001011111	9	1.186832031061e-14
9	001011111	10	7.933178456119e-15
9	001011111	11	7.933178456119e-15
9	001011111	12	1.605816221854e-17
9	001011111	13	1.605816221854e-17
9	001011111	14	3.180994530075e-19
9	001011111	15	3.802899402860e-19
9	001011111	16	3.802899402860e-19
9	001011111	17	3.800329974568e-19
9	001100000	0	7.917438650288e-15
9	001100000	1	1.182097498284e-14
9	001100000	2	1.182097498284e-14
9	001100000	3	1.963651463269e-12
9	001100000	4	1.963651590458e-12
9	001100000	5	1.963651590458e-12
9	001100000	6	2.498458552691e-10
9	001100000	7	2.498458552691e-10
9	001100000	8	2.508257055909e-10
9	001100000	9	6.524911931188e-20
9	001100000	10	1.287181255294e-19
9	001100000	11	1.287181255294e-19
9	001100000	12	9.877359650053e-13
9	001100000	13	9.877359650053e-13
9	001100000	14	1.963635596531e-12
9	001100000	15	1.186832031266e-14
9	001100000	16	1.186832031266e-14
9	001100000	17	1.188425102501e-14
9	001100001	0	1.971442223922e-12
9	001100001	1	2.943422643285e-12
9	001100001	2	4.747379717140e-17
9	001100001	3	4.889492143540e-10
9	001100001	4	4.879615574698e-10
9	001100001	5	7.917820719230e-15
9	001100001	6	6.220964655159e-08
9	001100001	7	1.003444545092e-12
9	001100001	8	1.007332150967e-12
9	001100001	9	1.624703070866e-17
9	001100001	10	3.205030041945e-17
9	001100001	11	5.169526290510e-22
9	001100001	12	2.459462394196e-10
9	001100001	13	3.966811360354e-15
9	001100001	14	7.886086733058e-15
9	001100001	15	2.943375298979e-12
9	001100001	16	6.359439447050e-17
9	001100001	17	4.772791576310e-17
9	001100010	0	1.971442223412e-12
9	001100010	1	1.955781561378e-12
9	001100010	2	4.045256018098e-15
9	001100010	3	4.869896087824e-10
9	001100010	4	9.995887356447e-13
9	001100010	5	2.439827621096e-10
9	001100010	6	4.908891771589e-10
9	001100010	7	7.328925634230e-10
9	001100010	8	1.007332277899e-12
9	001100010	9	1.624652094217e-17
9	001100010	10	1.599495116234e-17
9	001100010	11	1.909096323245e-19
9	001100010	12	1.967507398883e-12
9	001100010	13	9.877044848839e-13
9	001100010	14	7.886086733058e-15
9	001100010	15	4.045702063770e-15
9	001100010	16	1.955718285590e-12
9	001100010	17	4.785484761732e-17
9	001100011	0	4.908891136295e-10
9	001100011	1	4.869896087824e-10
9	001100011	2	1.624652094217e-17
9	001100011	3	1.212604125868e-07
9	001100011	4	2.479138415721e-10
9	001100011	5	9.877362188700e-13
9	001100011	6	1.222313971953e-07
9	001100011	7	2.951245199596e-12
9	001100011	8	4.045511156222e-15
9	001100011	9	4.045383714601e-15
9	001100011	10	3.982742582484e-15
9	001100011	11	7.697844550348e-22
9	001100011	12	4.899093422581e-10
9	001100011	13	3.966748400087e-15
9	001100011	14	3.167103105646e-17
9	001100011	15	1.007332277899e-12
9	001100011	16	7.886086733058e-15
9	001100011	17	1.921881430415e-19
9	001100100	0	1.963619412978e-12
9	001100100	1	7.907983194463e-17
9	001100100	2	2.943422770728e-12
9	001100100	3	1.967539068892e-12
9	001100100	4	2.439866971873e-10
9	001100100	5	4.889492460240e-10
9	001100100	6	1.003397009113e-12
9	001100100	7	6.172367216060e-08
9	001100100	8	3.927176692039e-12
9	001100100	9	3.807946009644e-19
9	001100100	10	1.274498387047e-19
9	001100100	11	3.205081325681e-17
9	001100100	12	3.966811104439e-15
9	001100100	13	2.459423202714e-10
9	001100100	14	7.901827046633e-15
9	001100100	15	4.766393699862e-17
9	001100100	16	9.916551779378e-13
9	001100100	17	9.759630368002e-13
9	001100101	0	4.889412338315e-10
9	001100101	1	1.965914493577e-14
9	001100101	2	1.182097549568e-14
9	001100101	3	4.899172281542e-10
9	001100101	4	6.050675314964e-08
9	001100101	5	1.971537359088e-12
9	001100101	6	2.498379379582e-10
9	001100101	7	2.478862337676e-10
9	001100101	8	1.577179394393e-14
9	001100101	9	9.481785564013e-17
9	001100101	10	3.160731333353e-17
9	001100101	11	1.287212046337e-19
9	001100101	12	9.877359012835e-13
9	001100101	13	9.877201617335e-13
9	001100101	14	3.173424516720e-17
9	001100101	15	1.182078433325e-14
9	001100101	16	3.982614893154e-15
9	001100101	17	3.919530268274e-15
9	001100110	0	4.889412338315e-10
9	001100110	1	7.854672122789e-15
9	001100110	2	1.007268748506e-12
9	001100110	3	4.899093582523e-10
9	001100110	4	1.971521619284e-12
9	001100110	5	6.075170776530e-08
9	001100110	6	1.971442478550e-12
9	001100110	7	6.148262095307e-08
9	001100110	8	1.580339997564e-14
9	001100110	9	9.481785359287e-17
9	001100110	10	6.500448051759e-20
9	001100110	11	4.753649844879e-17
9	001100110	12	7.901636140092e-15
9	001100110	13	2.449625487741e-10
9	001100110	14	3.173424517542e-17
9	001100110	15	1.624779945289e-17
9	001100110	16	9.994303241829e-13
9	001100110	17	3.951136299976e-15
9	001100111	0	1.217463672240e-07
9	001100111	1	1.955813167667e-12
9	001100111	2	4.045383714601e-15
9	001100111	3	1.219874302048e-07
9	001100111	4	2.459542359370e-10
9	001100111	5	2.459463184986e-10
9	001100111	6	4.908891453625e-10
9	001100111	7	2.469181881712e-10
9	001100111	8	6.346746978167e-17
9	001100111	9	2.360964554463e-14
9	001100111	10	1.612213790803e-17
9	001100111	11	1.916763293037e-19
9	001100111	12	1.967507398627e-12
9	001100111	13	9.837853366979e-13
9	001100111	14	1.274467677728e-19
9	001100111	15	4.045511156222e-15
9	001100111	16	4.013904098845e-15
9	001100111	17	1.586801726898e-17
9	001101000	0	3.982425257975e-15
9	001101000	1	9.916549867753e-13
9	001101000	2	2.943422770728e-12
9	001101000	3	7.902017703383e-15
9	001101000	4	2.449585984654e-10
9	001101000	5	2.449665159038e-10
9	001101000	6	1.983247330881e-12
9	001101000	7	2.459542045222e-10
9	001101000	8	1.461873816891e-09
9	001101000	9	1.024663684558e-21
9	001101000	10	1.605688267187e-17
9	001101000	11	3.198734425059e-17
9	001101000	12	3.966811359335e-15
9	001101000	13	9.876888732884e-13
9	001101000	14	1.975345694492e-12
9	001101000	15	4.766393699862e-17
9	001101000	16	7.927099437570e-17
9	001101000	17	1.963556582478e-12
9	001101001	0	9.916238892357e-13
9	001101001	1	2.469220599738e-10
9	001101001	2	1.182097549568e-14
9	001101001	3	1.967602408142e-12
9	001101001	4	6.099370331358e-08
9	001101001	5	9.838172623583e-13
9	001101001	6	4.918610941129e-10
9	001101001	7	9.917187707967e-13
9	001101001	8	5.870979184299e-12
9	001101001	9	2.551412574551e-19
9	001101001	10	3.998099808574e-15
9	001101001	11	1.284642618045e-19
9	001101001	12	9.877359642427e-13
9	001101001	13	3.966621983133e-15
9	001101001	14	7.933115238925e-15
9	001101001	15	1.182078433325e-14
9	001101001	16	3.823351479822e-19
9	001101001	17	7.885769407541e-15
9	001101010	0	9.916237623039e-13
9	001101010	1	9.994305790662e-13
9	001101010	2	1.007268748506e-12
9	001101010	3	1.959732506249e-12
9	001101010	4	2.439788589554e-10
9	001101010	5	4.879418827783e-10
9	001101010	6	1.975409225926e-12
9	001101010	7	2.459384330489e-10
9	001101010	8	5.871010790331e-12
9	001101010	9	2.551392102001e-19
9	001101010	10	1.605713961881e-17
9	001101010	11	3.185964570761e-17
9	001101010	12	7.901636141124e-15
9	001101010	13	7.917438647213e-15
9	001101010	14	7.933115238933e-15
9	001101010	15	1.624779945289e-17
9	001101010	16	7.854417239547e-15
9	001101010	17	7.885769917308e-15
9	001101011	0	2.469143168137e-10
9	001101011	1	2.488582139966e-10
9	001101011	2	4.045383714601e-15
9	001101011	3	4.879733940559e-10
9	001101011	4	6.075072797832e-08
9	001101011	5	1.963588378393e-12
9	001101011	6	4.918689956843e-10
9	001101011	7	9.916869738575e-13
9	001101011	8	2.357835658768e-14
9	001101011	9	6.352966333983e-17
9	001101011	10	3.998227507125e-15
9	001101011	11	1.282073230862e-19
9	001101011	12	1.967507398882e-12
