# GX (Channel Output Probability) Table
# Parameters: Pi=0.004000 Pd=0.004000 Ps=0.004000 Pt=0.992000
# Nu=6 Q=18 Nu2min=3 Nu2max=9
# Format: ly binary(y) xi probability
ly	binary(y)	xi	probability
8	00000011	2	1.007443027995e-12
8	00000011	3	1.832222400045e-07
8	00000011	4	7.368631352598e-10
8	00000011	5	1.007443027995e-12
8	00000011	6	7.368552020828e-10
8	00000011	7	9.995098510801e-13
8	00000011	8	4.779292944796e-17
8	00000011	9	1.832222400045e-07
8	00000011	10	7.368631352598e-10
8	00000011	11	1.007443027995e-12
8	00000011	12	7.368552020828e-10
8	00000011	13	9.995098510801e-13
8	00000011	14	4.779292944796e-17
8	00000011	15	7.368552020828e-10
8	00000011	16	9.995098510801e-13
8	00000011	17	4.779292944796e-17
8	00000100	0	5.886862359914e-12
8	00000100	1	2.469262483473e-10
8	00000100	2	7.378154883959e-10
8	00000100	3	5.878960851217e-12
8	00000100	4	2.469183468386e-10
8	00000100	5	7.378075868872e-10
8	00000100	6	1.191598808108e-14
8	00000100	7	4.909011560366e-10
8	00000100	8	2.939552114597e-12
8	00000100	9	5.878960851217e-12
8	00000100	10	2.469183468386e-10
8	00000100	11	7.378075868872e-10
8	00000100	12	1.191598808108e-14
8	00000100	13	4.909011560366e-10
8	00000100	14	2.939552114597e-12
8	00000100	15	1.190005787642e-14
8	00000100	16	4.909011401064e-10
8	00000100	17	2.939536184393e-12
8	00000101	0	1.465824760934e-09
8	00000101	1	6.123477041971e-08
8	00000101	2	2.975014145637e-12
8	00000101	3	1.463861251889e-09
8	00000101	4	6.123378668185e-08
8	00000101	5	2.971047460701e-12
8	00000101	6	2.959116057818e-12
8	00000101	7	1.971506580927e-12
8	00000101	8	1.180543018014e-14
8	00000101	9	1.463861251889e-09
8	00000101	10	6.123378668185e-08
8	00000101	11	2.971047460701e-12
8	00000101	12	2.959116057818e-12
8	00000101	13	1.971506580927e-12
8	00000101	14	1.180543018014e-14
8	00000101	15	2.959084388828e-12
8	00000101	16	1.971490714443e-12
8	00000101	17	1.180536620238e-14
8	00000110	0	1.463857253983e-09
8	00000110	1	2.982851933778e-12
8	00000110	2	6.172467974559e-08
8	00000110	3	1.463853287298e-09
8	00000110	4	1.999114068830e-12
8	00000110	5	6.172271623655e-08
8	00000110	6	1.188469861438e-14
8	00000110	7	4.909009822672e-10
8	00000110	8	1.190037367575e-14
8	00000110	9	1.463853287298e-09
8	00000110	10	1.999114068830e-12
8	00000110	11	6.172271623655e-08
8	00000110	12	1.188469861438e-14
8	00000110	13	4.909009822672e-10
8	00000110	14	1.190037367575e-14
8	00000110	15	1.188463463662e-14
8	00000110	16	4.909009664007e-10
8	00000110	17	1.186870468582e-14
8	00000111	0	3.645004562257e-07
8	00000111	1	2.518410659275e-10
8	00000111	2	2.508533139706e-10
8	00000111	3	3.644994685371e-07
8	00000111	4	2.508533773086e-10
8	00000111	5	2.498656253517e-10
8	00000111	6	2.959257967132e-12
8	00000111	7	1.971506010245e-12
8	00000111	8	4.779292230322e-17
8	00000111	9	3.644994685371e-07
8	00000111	10	2.508533773086e-10
8	00000111	11	2.498656253517e-10
8	00000111	12	2.959257967132e-12
8	00000111	13	1.971506010245e-12
8	00000111	14	4.779292230322e-17
8	00000111	15	2.959257839690e-12
8	00000111	16	1.971505882804e-12
8	00000111	17	4.766548067008e-17
8	00001000	0	2.459622167170e-10
8	00001000	1	7.368277364390e-10
8	00001000	2	7.378154883959e-10
8	00001000	3	1.585119390819e-14
8	00001000	4	4.908813709159e-10
8	00001000	5	4.918691228728e-10
8	00001000	6	1.975520102438e-12
8	00001000	7	2.963272059324e-12
8	00001000	8	4.928411032899e-10
8	00001000	9	1.585119390819e-14
8	00001000	10	4.908813709159e-10
8	00001000	11	4.918691228728e-10
8	00001000	12	1.975520102438e-12
8	00001000	13	2.963272059324e-12
8	00001000	14	4.928411032899e-10
8	00001000	15	1.190005787642e-14
8	00001000	16	9.996520147630e-13
8	00001000	17	4.908774832453e-10
8	00001001	0	6.124458799584e-08
8	00001001	1	1.832202409545e-07
8	00001001	2	2.975014145637e-12
8	00001001	3	3.946947219162e-12
8	00001001	4	1.222274898841e-07
8	00001001	5	1.975409927888e-12
8	00001001	6	4.879695861645e-10
8	00001001	7	1.983380444986e-14
8	00001001	8	1.979281539318e-12
8	00001001	9	3.946947219162e-12
8	00001001	10	1.222274898841e-07
8	00001001	11	1.975409927888e-12
8	00001001	12	4.879695861645e-10
8	00001001	13	1.983380444986e-14
8	00001001	14	1.979281539318e-12
8	00001001	15	2.959084388828e-12
8	00001001	16	4.014858653028e-15
8	00001001	17	1.971395515041e-12
8	00001010	0	6.075077535652e-08
8	00001010	1	4.928843400255e-10
8	00001010	2	6.172467974559e-08
8	00001010	3	3.938982627634e-12
8	00001010	4	4.889296829716e-10
8	00001010	5	9.758838293394e-10
8	00001010	6	1.983399586512e-14
8	00001010	7	4.859941933811e-10
8	00001010	8	1.979376482813e-12
8	00001010	9	3.938982627634e-12
8	00001010	10	4.889296829716e-10
8	00001010	11	9.758838293394e-10
8	00001010	12	1.983399586512e-14
8	00001010	13	4.859941933811e-10
8	00001010	14	1.979376482813e-12
8	00001010	15	1.188463463662e-14
8	00001010	16	9.994783090220e-13
8	00001010	17	1.971395516573e-12
8	00001011	0	1.512694306376e-05
8	00001011	1	1.222373116008e-07
8	00001011	2	2.508533139706e-10
8	00001011	3	9.808066742807e-10
8	00001011	4	1.217434752411e-07
8	00001011	5	3.927161337374e-12
8	00001011	6	4.922862081488e-12
8	00001011	7	1.959717149797e-12
8	00001011	8	7.949303400768e-15
8	00001011	9	9.808066742807e-10
8	00001011	10	1.217434752411e-07
8	00001011	11	3.927161337374e-12
8	00001011	12	4.922862081488e-12
8	00001011	13	1.959717149797e-12
8	00001011	14	7.949303400768e-15
8	00001011	15	2.959257839690e-12
8	00001011	16	4.030027013690e-15
8	00001011	17	7.917251070577e-15
8	00001100	0	3.970588087639e-12
8	00001100	1	6.148463187161e-08
8	00001100	2	1.837160566106e-07
8	00001100	3	1.007443156455e-12
8	00001100	4	4.908970316422e-10
8	00001100	5	1.224754115636e-07
8	00001100	6	1.190043663192e-14
8	00001100	7	2.479414975515e-10
8	00001100	8	7.309646436628e-10
8	00001100	9	1.007443156455e-12
8	00001100	10	4.908970316422e-10
8	00001100	11	1.224754115636e-07
8	00001100	12	1.190043663192e-14
8	00001100	13	2.479414975515e-10
8	00001100	14	7.309646436628e-10
8	00001100	15	4.779139709405e-17
8	00001100	16	2.479217277873e-10
8	00001100	17	2.459502068712e-10
8	00001101	0	9.876887294009e-10
8	00001101	1	1.524745684676e-05
8	00001101	2	7.407785222637e-10
8	00001101	3	2.508533459570e-10
8	00001101	4	1.217424678149e-07
8	00001101	5	4.918770561137e-10
8	00001101	6	1.967602792006e-12
8	00001101	7	9.997156703171e-13
8	00001101	8	2.935600978823e-12
8	00001101	9	2.508533459570e-10
8	00001101	10	1.217424678149e-07
8	00001101	11	4.918770561137e-10
8	00001101	12	1.967602792006e-12
8	00001101	13	9.997156703171e-13
8	00001101	14	2.935600978823e-12
8	00001101	15	1.188387304750e-14
8	00001101	16	9.956695902779e-13
8	00001101	17	9.877518348242e-13
8	00001110	0	4.977794984646e-10
8	00001110	1	7.417423795539e-10
8	00001110	2	1.536944525665e-05
8	00001110	3	2.508533139706e-10
8	00001110	4	3.939029402025e-12
8	00001110	5	2.429950656199e-07
8	00001110	6	9.558506345909e-17
8	00001110	7	4.918879595330e-12
8	00001110	8	2.959241909231e-12
8	00001110	9	2.508533139706e-10
8	00001110	10	3.939029402025e-12
8	00001110	11	2.429950656199e-07
8	00001110	12	9.558506345909e-17
8	00001110	13	4.918879595330e-12
8	00001110	14	2.959241909231e-12
8	00001110	15	4.772945637198e-17
8	00001110	16	2.959241781789e-12
8	00001110	17	9.877520891956e-13
8	00001111	0	1.239470911510e-07
8	00001111	1	6.246247517869e-08
8	00001111	2	6.246247517869e-08
8	00001111	3	6.246247517869e-08
8	00001111	4	9.778592063853e-10
8	00001111	5	9.778592063853e-10
8	00001111	6	1.980226341440e-14
8	00001111	7	1.980226341440e-14
8	00001111	8	1.188456963731e-14
8	00001111	9	6.246247517869e-08
8	00001111	10	9.778592063853e-10
8	00001111	11	9.778592063853e-10
8	00001111	12	1.980226341440e-14
8	00001111	13	1.980226341440e-14
8	00001111	14	1.188456963731e-14
8	00001111	15	1.188456963731e-14
8	00001111	16	1.188456963731e-14
8	00001111	17	3.966875860223e-15
8	00010000	0	4.908774832453e-10
8	00010000	1	4.928411032899e-10
8	00010000	2	4.928411032899e-10
8	00010000	3	9.996520147630e-13
8	00010000	4	2.963272059324e-12
8	00010000	5	2.963272059324e-12
8	00010000	6	4.918691228728e-10
8	00010000	7	4.918691228728e-10
8	00010000	8	7.378154883959e-10
8	00010000	9	1.190005787642e-14
8	00010000	10	1.975520102438e-12
8	00010000	11	1.975520102438e-12
8	00010000	12	4.908813709159e-10
8	00010000	13	4.908813709159e-10
8	00010000	14	7.368277364390e-10
8	00010000	15	1.585119390819e-14
8	00010000	16	1.585119390819e-14
8	00010000	17	2.459622167170e-10
8	00010001	0	1.222284933280e-07
8	00010001	1	1.227134997998e-07
8	00010001	2	1.979376609747e-12
8	00010001	3	2.489093849916e-10
8	00010001	4	7.358832688808e-10
8	00010001	5	1.586743991216e-14
8	00010001	6	1.222255461765e-07
8	00010001	7	1.987277673937e-12
8	00010001	8	2.963114411229e-12
8	00010001	9	2.963114347251e-12
8	00010001	10	4.919004754846e-10
8	00010001	11	7.934007600545e-15
8	00010001	12	1.219815633832e-07
8	00010001	13	1.979344305602e-12
8	00010001	14	2.959147535900e-12
8	00010001	15	3.931112596761e-12
8	00010001	16	9.551981847978e-17
8	00010001	17	9.878000671374e-13
8	00010010	0	1.222245662787e-07
8	00010010	1	7.339158884138e-10
8	00010010	2	1.457958825531e-09
8	00010010	3	2.449823356800e-10
8	00010010	4	2.459740378171e-10
8	00010010	5	2.459660413646e-10
8	00010010	6	2.459543319651e-10
8	00010010	7	6.147774180410e-08
8	00010010	8	2.963209354725e-12
8	00010010	9	2.955149755723e-12
8	00010010	10	2.449784476902e-10
8	00010010	11	1.983248032319e-12
8	00010010	12	2.459463985328e-10
8	00010010	13	6.123474666746e-08
8	00010010	14	2.959179269371e-12
8	00010010	15	1.190069304755e-14
8	00010010	16	1.967476431601e-12
8	00010010	17	9.878318006087e-13
8	00010011	0	3.043391700340e-05
8	00010011	1	1.827430730001e-07
8	00010011	2	5.878928864649e-12
8	00010011	3	6.100060156839e-08
8	00010011	4	6.100258075326e-08
8	00010011	5	1.975535905971e-12
8	00010011	6	6.124162518372e-08
8	00010011	7	2.478941673916e-10
8	00010011	8	1.190043943254e-14
8	00010011	9	7.358322891747e-10
8	00010011	10	6.099962555743e-08
8	00010011	11	8.012641633445e-15
8	00010011	12	6.123965766046e-08
8	00010011	13	2.469143166883e-10
8	00010011	14	1.188425409386e-14
8	00010011	15	2.963208975722e-12
8	00010011	16	7.933499622368e-15
8	00010011	17	3.967196243319e-15
8	00010100	0	9.719686476464e-10
8	00010100	1	9.759035037138e-10
8	00010100	2	1.227174347192e-07
8	00010100	3	2.764036989729e-14
8	00010100	4	2.439946626092e-10
8	00010100	5	7.358872671063e-10
8	00010100	6	1.979344624465e-12
8	00010100	7	6.099374283788e-08
8	00010100	8	7.319484765347e-10
8	00010100	9	2.361028454304e-14
8	00010100	10	9.995259714184e-13
8	00010100	11	4.919044737740e-10
8	00010100	12	1.971411192153e-12
8	00010100	13	6.099274724776e-08
8	00010100	14	4.899212906105e-10
8	00010100	15	6.365941328592e-17
8	00010100	16	1.971538122473e-12
8	00010100	17	1.971506771833e-12
8	00010101	0	2.420201932480e-07
8	00010101	1	2.420201775085e-07
8	00010101	2	4.928647758271e-10
8	00010101	3	6.882436173966e-12
8	00010101	4	6.050872470318e-08
8	00010101	5	2.963287989015e-12
8	00010101	6	4.908735328737e-10
8	00010101	7	2.449587731277e-10
8	00010101	8	2.939552114854e-12
8	00010101	9	5.878960850960e-12
8	00010101	10	2.478824420600e-10
8	00010101	11	1.975551962074e-12
8	00010101	12	4.898857968467e-10
8	00010101	13	2.449508240833e-10
8	00010101	14	1.967555383978e-12
8	00010101	15	1.578760079021e-14
8	00010101	16	7.917951738467e-15
8	00010101	17	7.917697878853e-15
8	00010110	0	2.420201696071e-07
8	00010110	1	8.849879788314e-12
8	00010110	2	3.630317475573e-07
8	00010110	3	6.866664891590e-12
8	00010110	4	2.959321305107e-12
8	00010110	5	6.075663054760e-08
8	00010110	6	9.877843319277e-13
8	00010110	7	6.123865810390e-08
8	00010110	8	2.963193045262e-12
8	00010110	9	5.878928864649e-12
8	00010110	10	9.918299006608e-13
8	00010110	11	4.938208744689e-10
8	00010110	12	9.877365405491e-13
8	00010110	13	6.123669061250e-08
8	00010110	14	1.975457018321e-12
8	00010110	15	4.779394798213e-17
8	00010110	16	1.975425030730e-12
8	00010110	17	7.949684190209e-15
8	00010111	0	6.026302223217e-05
8	00010111	1	1.709799557942e-09
8	00010111	2	1.463853287298e-09
8	00010111	3	1.709799557942e-09
8	00010111	4	4.899567678744e-10
8	00010111	5	2.459739744781e-10
8	00010111	6	2.459503336756e-10
8	00010111	7	2.459424002433e-10
8	00010111	8	1.190043765350e-14
8	00010111	9	1.463853287298e-09
8	00010111	10	2.459739744781e-10
8	00010111	11	1.991181145768e-12
8	00010111	12	2.459424002433e-10
8	00010111	13	2.459344668750e-10
8	00010111	14	7.933562323608e-15
8	00010111	15	1.190043765350e-14
8	00010111	16	7.933562323608e-15
8	00010111	17	3.192644356284e-17
8	00011000	0	4.909088992593e-10
8	00011000	1	1.224714884485e-07
8	00011000	2	1.227174347192e-07
8	00011000	3	4.030534743179e-15
8	00011000	4	2.469419091352e-10
8	00011000	5	4.909247025315e-10
8	00011000	6	4.909167690992e-10
8	00011000	7	4.909247025315e-10
8	00011000	8	1.227174347192e-07
8	00011000	9	6.365941328592e-17
8	00011000	10	2.469339757669e-10
8	00011000	11	4.909167690992e-10
8	00011000	12	2.469339757669e-10
8	00011000	13	2.469419091352e-10
8	00011000	14	1.224714884485e-07
8	00011000	15	6.365941328592e-17
8	00011000	16	4.030534743179e-15
8	00011000	17	4.909088992593e-10
8	00011001	0	1.222363158996e-07
8	00011001	1	3.049442082877e-05
8	00011001	2	4.928647758271e-10
8	00011001	3	1.003587220592e-12
8	00011001	4	6.148851953980e-08
8	00011001	5	1.971601209144e-12
8	00011001	6	1.212584805894e-07
8	00011001	7	3.946930399421e-12
8	00011001	8	4.928411032901e-10
8	00011001	9	1.585119365125e-14
8	00011001	10	6.148655204840e-08
8	00011001	11	1.971553417766e-12
8	00011001	12	6.099567091631e-08
8	00011001	13	1.979438994975e-12
8	00011001	14	4.918533672632e-10
8	00011001	15	1.578760079021e-14
8	00011001	16	1.631483995331e-17
8	00011001	17	1.971521683772e-12
8	00011010	0	1.212584806210e-07
8	00011010	1	1.215044348246e-07
8	00011010	2	3.630317475573e-07
8	00011010	3	9.878159382164e-13
8	00011010	4	2.479100020130e-10
8	00011010	5	2.508454281375e-10
8	00011010	6	2.967159347361e-12
8	00011010	7	1.210105826463e-07
8	00011010	8	4.928647442205e-10
8	00011010	9	1.581920733990e-14
8	00011010	10	2.479020529685e-10
8	00011010	11	2.498576921106e-10
8	00011010	12	1.979423320420e-12
8	00011010	13	6.074974038515e-08
8	00011010	14	4.918612688975e-10
8	00011010	15	4.779394798213e-17
8	00011010	16	7.917442999722e-15
8	00011010	17	1.971521811216e-12
8	00011011	0	3.019336167464e-05
8	00011011	1	3.025411045082e-05
8	00011011	2	1.463853287298e-09
8	00011011	3	2.459661685519e-10
8	00011011	4	6.172860671577e-08
8	00011011	5	1.011409903323e-12
8	00011011	6	7.348877581504e-10
8	00011011	7	4.879616526063e-10
8	00011011	8	1.979376546791e-12
8	00011011	9	3.938982627633e-12
8	00011011	10	6.172761112564e-08
8	00011011	11	1.003476471012e-12
8	00011011	12	4.909049648181e-10
8	00011011	13	2.449665159685e-10
8	00011011	14	1.975346461437e-12
8	00011011	15	1.190043765350e-14
8	00011011	16	3.192542509475e-17
8	00011011	17	7.917758279007e-15
8	00011100	0	5.902601655978e-12
8	00011100	1	2.429989846887e-07
8	00011100	2	3.055664124508e-05
8	00011100	3	4.062141790304e-15
8	00011100	4	3.935110126143e-12
8	00011100	5	1.222402430288e-07
8	00011100	6	2.959241908466e-12
8	00011100	7	2.518528705270e-10
8	00011100	8	1.820101962720e-07
8	00011100	9	4.045956451625e-15
8	00011100	10	2.955259422815e-12
8	00011100	11	1.222382755056e-07
8	00011100	12	9.917186441280e-13
8	00011100	13	2.488976747017e-10
8	00011100	14	1.217454269928e-07
8	00011100	15	2.556602943209e-19
8	00011100	16	9.956697809285e-13
8	00011100	17	2.955275480457e-12
8	00011101	0	1.469743845654e-09
8	00011101	1	6.026277825334e-05
8	00011101	2	1.227233291809e-07
8	00011101	3	1.011473241808e-12
8	00011101	4	9.768832748304e-10
8	00011101	5	4.909247343919e-10
8	00011101	6	4.889453588017e-10
8	00011101	7	1.999161668791e-12
8	00011101	8	7.309646437268e-10
8	00011101	9	1.007443156454e-12
8	00011101	10	7.338881381926e-10
8	00011101	11	4.909168009596e-10
8	00011101	12	2.449625654694e-10
8	00011101	13	1.003571541952e-12
8	00011101	14	4.889374578026e-10
8	00011101	15	6.340401923778e-17
8	00011101	16	3.998674332859e-15
8	00011101	17	1.186857622674e-14
8	00011110	0	1.463857253983e-09
8	00011110	1	1.957673796646e-09
8	00011110	2	9.039490514176e-05
8	00011110	3	1.011409903324e-12
8	00011110	4	1.011457502257e-12
8	00011110	5	6.245854809720e-08
8	00011110	6	1.588298753604e-14
8	00011110	7	7.338961190969e-10
8	00011110	8	7.368512353984e-10
8	00011110	9	1.007443027995e-12
8	00011110	10	1.003524133922e-12
8	00011110	11	6.221456530387e-08
8	00011110	12	7.949555224424e-15
8	00011110	13	4.899133257006e-10
8	00011110	14	4.909049647541e-10
8	00011110	15	1.919435661933e-19
8	00011110	16	1.190030918825e-14
8	00011110	17	1.186870468582e-14
8	00011111	0	3.645004562257e-07
8	00011111	1	3.644994685371e-07
8	00011111	2	3.644994685371e-07
8	00011111	3	2.518410659275e-10
8	00011111	4	2.508533773086e-10
8	00011111	5	2.508533773086e-10
8	00011111	6	2.959257967132e-12
8	00011111	7	2.959257967132e-12
8	00011111	8	2.959257839690e-12
8	00011111	9	2.508533139706e-10
8	00011111	10	2.498656253517e-10
8	00011111	11	2.498656253517e-10
8	00011111	12	1.971506010245e-12
8	00011111	13	1.971506010245e-12
8	00011111	14	1.971505882804e-12
8	00011111	15	4.779292230322e-17
8	00011111	16	4.779292230322e-17
8	00011111	17	4.766548067008e-17
8	00100000	0	2.939536184393e-12
8	00100000	1	2.939552114597e-12
8	00100000	2	2.939552114597e-12
8	00100000	3	4.909011401064e-10
8	00100000	4	4.909011560366e-10
8	00100000	5	4.909011560366e-10
8	00100000	6	7.378075868872e-10
8	00100000	7	7.378075868872e-10
8	00100000	8	7.378154883959e-10
8	00100000	9	1.190005787642e-14
8	00100000	10	1.191598808108e-14
8	00100000	11	1.191598808108e-14
8	00100000	12	2.469183468386e-10
8	00100000	13	2.469183468386e-10
8	00100000	14	2.469262483473e-10
8	00100000	15	5.878960851217e-12
8	00100000	16	5.878960851217e-12
8	00100000	17	5.886862359914e-12
8	00100001	0	7.319445098498e-10
8	00100001	1	7.319405115604e-10
8	00100001	2	1.180568557315e-14
8	00100001	3	1.222343799198e-07
8	00100001	4	1.219855061722e-07
8	00100001	5	1.983374454418e-12
8	00100001	6	1.834642237161e-07
8	00100001	7	2.974982348693e-12
8	00100001	8	2.963114411229e-12
8	00100001	9	2.963114347251e-12
8	00100001	10	2.963051009789e-12
8	00100001	11	4.804730192411e-17
8	00100001	12	6.148168059493e-08
8	00100001	13	9.916560055539e-13
8	00100001	14	9.916716801097e-13
8	00100001	15	1.457966790187e-09
8	00100001	16	3.157500300481e-14
8	00100001	17	2.364201751073e-14
8	00100010	0	7.319365452583e-10
8	00100010	1	2.439907912516e-10
8	00100010	2	3.923147941255e-12
8	00100010	3	1.217405672805e-07
8	00100010	4	2.489212843431e-10
8	00100010	5	6.123673389652e-08
8	00100010	6	7.348917564398e-10
8	00100010	7	6.172270436868e-08
8	00100010	8	2.963209354725e-12
8	00100010	9	2.955149755723e-12
8	00100010	10	1.588311548844e-14
8	00100010	11	9.955433575622e-13
8	00100010	12	4.879616685373e-10
8	00100010	13	4.889413288433e-10
8	00100010	14	9.916716816410e-13
8	00100010	15	1.979471617222e-12
8	00100010	16	9.719646492935e-10
8	00100010	17	2.373696100634e-14
8	00100011	0	1.822521997693e-07
8	00100011	1	6.075369908842e-08
8	00100011	2	1.581920733989e-14
8	00100011	3	3.031340125283e-05
8	00100011	4	6.149051468661e-08
8	00100011	5	2.488897413323e-10
8	00100011	6	1.829870438779e-07
8	00100011	7	2.488779527915e-10
8	00100011	8	1.190043943254e-14
8	00100011	9	7.358322891747e-10
8	00100011	10	3.946978318749e-12
8	00100011	11	4.045956192656e-15
8	00100011	12	1.215024514988e-07
8	00100011	13	1.967586606928e-12
8	00100011	14	3.982617195350e-15
8	00100011	15	4.928647601510e-10
8	00100011	16	3.919275376048e-12
8	00100011	17	9.532941760678e-17
8	00100100	0	4.869818816812e-10
8	00100100	1	1.979313273825e-12
8	00100100	2	7.319484765347e-10
8	00100100	3	4.879696177066e-10
8	00100100	4	6.123770578199e-08
8	00100100	5	1.222324203775e-07
8	00100100	6	2.967049299221e-12
8	00100100	7	1.222324203775e-07
8	00100100	8	7.319484765347e-10
8	00100100	9	2.361028454304e-14
8	00100100	10	9.916400111198e-13
8	00100100	11	2.967049299221e-12
8	00100100	12	9.916400111198e-13
8	00100100	13	6.123770578199e-08
8	00100100	14	1.979313273825e-12
8	00100100	15	2.361028454304e-14
8	00100100	16	4.879696177066e-10
8	00100100	17	4.869818816812e-10
8	00100101	0	1.212584885227e-07
8	00100101	1	4.908657265646e-10
8	00100101	2	2.939615707715e-12
8	00100101	3	1.215044347930e-07
8	00100101	4	1.518646215188e-05
8	00100101	5	4.928725346009e-10
8	00100101	6	7.368119968880e-10
8	00100101	7	4.908972371421e-10
8	00100101	8	2.939552114854e-12
8	00100101	9	5.878960850960e-12
8	00100101	10	2.459188379457e-10
8	00100101	11	1.194784771751e-14
8	00100101	12	2.469143800265e-10
8	00100101	13	2.459345615014e-10
8	00100101	14	7.949049292474e-15
8	00100101	15	5.855288314003e-12
8	00100101	16	1.959749327008e-12
8	00100101	17	1.955750528840e-12
8	00100110	0	1.212584806210e-07
8	00100110	1	9.957491788527e-13
8	00100110	2	9.768638373724e-10
8	00100110	3	1.215024516097e-07
8	00100110	4	4.948281261430e-10
8	00100110	5	1.524745782648e-05
8	00100110	6	2.951388446284e-12
8	00100110	7	1.222343366830e-07
8	00100110	8	2.963193045262e-12
8	00100110	9	5.878928864649e-12
8	00100110	10	8.044500762208e-15
